Timestamp,Steps,PAM Score
2025-05-29 11:21:00,4,1.0625
2025-05-29 11:22:00,11,1.1875
2025-05-29 11:23:00,2,0.4375
2025-05-29 11:24:00,8,0.3125
2025-05-29 11:28:00,12,1.0
