Timestamp,Steps,PAM Score,predicted_label
2025-06-05 13:16:00,0,0.0,1
2025-06-05 13:17:00,0,0.0625,1
2025-06-05 13:18:00,0,0.0,1
2025-06-05 13:19:00,0,0.0,1
2025-06-05 13:20:00,20,1.9375,0
2025-06-05 13:21:00,27,4.375,0
2025-06-05 13:22:00,34,4.625,2
2025-06-05 13:23:00,26,2.9375,0
2025-06-05 13:24:00,4,0.5,1
2025-06-05 13:25:00,0,0.125,1
2025-06-05 13:26:00,0,0.0,1
2025-06-05 13:27:00,0,0.0,1
2025-06-05 13:28:00,0,0.0,1
2025-06-05 13:29:00,5,0.9375,1
2025-06-05 13:30:00,3,0.1875,1
2025-06-05 13:31:00,4,0.4375,1
2025-06-05 13:32:00,0,0.0,1
2025-06-05 13:33:00,0,0.0,1
2025-06-05 13:34:00,34,2.4375,0
2025-06-05 13:35:00,0,0.4375,1
2025-06-05 13:36:00,8,0.6875,1
2025-06-05 13:37:00,0,0.0,1
2025-06-05 13:38:00,0,0.0,1
2025-06-05 13:39:00,4,0.375,1
2025-06-05 13:40:00,0,0.3125,1
2025-06-05 13:41:00,0,0.8125,1
2025-06-05 13:42:00,0,0.0625,1
2025-06-05 13:43:00,0,0.0,1
2025-06-05 14:04:00,0,0.0,1
2025-06-05 14:05:00,0,0.0625,1
2025-06-05 14:06:00,0,0.0625,1
2025-06-05 14:07:00,0,0.0,1
2025-06-05 14:08:00,0,1.1875,1
2025-06-05 14:09:00,0,1.125,1
2025-06-05 14:12:00,0,0.5,1
2025-06-05 14:13:00,9,1.0625,1
2025-06-05 14:14:00,15,2.625,0
2025-06-05 14:15:00,1,1.0625,1
2025-06-05 14:16:00,0,0.0,1
2025-06-05 14:17:00,3,0.375,1
2025-06-05 14:18:00,3,0.5,1
2025-06-05 14:19:00,24,1.0,0
2025-06-05 14:20:00,76,2.6875,2
2025-06-05 14:21:00,9,1.0,1
2025-06-05 14:22:00,2,0.4375,1
2025-06-05 14:23:00,0,0.1875,1
2025-06-05 14:24:00,0,0.5,1
2025-06-05 14:25:00,0,0.125,1
2025-06-05 14:26:00,0,0.375,1
2025-06-05 14:27:00,0,0.0,1
2025-06-05 14:28:00,0,0.0625,1
2025-06-05 14:29:00,0,0.25,1
2025-06-05 14:30:00,0,0.25,1
2025-06-05 14:31:00,0,0.0,1
2025-06-05 14:32:00,0,0.0625,1
2025-06-05 14:33:00,0,0.25,1
2025-06-05 14:34:00,0,0.0625,1
2025-06-05 14:35:00,0,0.0,1
2025-06-05 14:36:00,1,0.3125,1
2025-06-05 14:37:00,0,0.0625,1
2025-06-05 14:38:00,0,0.25,1
2025-06-05 14:39:00,0,1.0,1
2025-06-05 14:40:00,0,0.25,1
2025-06-05 14:41:00,28,1.625,0
2025-06-05 14:42:00,0,0.625,1
2025-06-05 14:43:00,37,1.5625,0
2025-06-05 14:44:00,0,0.25,1
2025-06-05 14:45:00,0,0.0625,1
2025-06-05 14:46:00,1,0.0625,1
2025-06-05 14:47:00,0,0.0625,1
2025-06-05 14:48:00,0,0.0,1
2025-06-05 14:49:00,0,0.0,1
2025-06-05 14:50:00,0,0.0,1
2025-06-05 14:51:00,0,0.0,1
2025-06-05 14:52:00,0,0.0,1
2025-06-05 14:53:00,0,0.0,1
2025-06-05 14:54:00,0,0.0,1
2025-06-05 14:55:00,0,0.0625,1
2025-06-05 14:56:00,0,0.0625,1
2025-06-05 14:57:00,0,0.0,1
2025-06-05 14:58:00,0,0.0,1
2025-06-05 14:59:00,0,0.0,1
2025-06-05 15:00:00,0,0.75,1
2025-06-05 15:01:00,0,1.5625,1
2025-06-05 15:02:00,0,1.5,1
2025-06-05 15:03:00,0,1.3125,1
2025-06-05 15:04:00,0,1.25,1
2025-06-05 15:05:00,0,0.125,1
2025-06-05 15:06:00,0,0.0,1
2025-06-05 15:07:00,0,0.0625,1
2025-06-05 15:08:00,0,0.0,1
2025-06-05 15:09:00,0,0.0,1
2025-06-05 15:10:00,0,0.0,1
2025-06-05 15:11:00,0,0.0,1
2025-06-05 15:12:00,0,0.0,1
2025-06-05 15:13:00,3,0.4375,1
2025-06-05 15:14:00,38,1.8125,0
2025-06-05 15:15:00,7,1.0,1
2025-06-05 15:16:00,1,0.6875,1
2025-06-05 15:17:00,0,0.25,1
2025-06-05 15:18:00,0,0.4375,1
2025-06-05 15:19:00,0,0.25,1
2025-06-05 15:20:00,0,0.0625,1
2025-06-05 15:21:00,4,0.25,1
2025-06-05 15:22:00,8,1.0625,1
2025-06-05 15:23:00,5,0.75,1
2025-06-05 15:24:00,5,0.625,1
2025-06-05 15:25:00,0,0.375,1
2025-06-05 15:26:00,0,0.0,1
2025-06-05 15:27:00,1,0.0625,1
2025-06-05 15:28:00,0,0.125,1
2025-06-05 15:29:00,0,0.0,1
2025-06-05 15:30:00,0,0.0,1
2025-06-05 15:31:00,0,0.0,1
2025-06-05 15:32:00,0,0.0,1
2025-06-05 15:33:00,0,0.0,1
